Location,LocationHierarchy,audience_man,audience_woman,Frequency,%ven_audience_man,%ven_audience_woman,audience_adolecent,audience_young_adult,audience_middle_age,audience_elder,audience_adult,%ven_audience_adolecent,%ven_audience_young_adult,%ven_audience_adult,%ven_audience_middle_age,%ven_audience_elder,audience_locals_man,audience_locals_woman,%locals_audience_man,%locals_audience_woman,audience_locals_adolecent,audience_locals_young_adult,audience_locals_middle_age,audience_locals_elder,audience_locals_adult,%locals_audience_adolecent,%locals_audience_young_adult,%locals_audience_adult,%locals_audience_middle_age,%locals_audience_elder,audience_adolecent_man,audience_young_adult_man,audience_middle_age_man,audience_elder_man,audience_adult_man,audience_adolecent_woman,audience_young_adult_woman,audience_middle_age_woman,audience_elder_woman,audience_adult_woman,audience_home,audience_recent,%ven_audience_home,%ven_audience_recent,audience_locals_home,audience_locals_recent,%locals_audience_home,%locals_audience_recent,audience_home_man,audience_recent_man,audience_home_woman,audience_recent_woman,audience_iOS,audience_Android,audience_Other,%ven_audience_iOS,%ven_audience_Android,%ven_audience_Other,audience_iOS_man,audience_Android_man,audience_Other_man,audience_iOS_woman,audience_Android_woman,audience_Other_woman,audience_locals_iOS,audience_locals_Android,audience_locals_Other,%locals_audience_iOS,%locals_audience_Android,%locals_audience_Other,venezuelans,allmigrants,allpopulation,allnonmigrant,ven/migrants,ven/pop,100ven/migrants,100ven/pop,not_enough_data,%diff_audience_home,%diff_audience_recent,%diff_audience_man,%diff_audience_woman,%diff_audience_adolecent,%diff_audience_young_adult,%diff_audience_adult,%diff_audience_middle_age,%diff_audience_elder,%diff_audience_iOS,%diff_audience_Android,%diff_audience_Other,ramv_venezuelans,fb/ramv,display_audience_man,display_audience_woman,display_audience_adolecent,display_audience_young_adult,display_audience_middle_age,display_audience_elder,display_audience_adult,display_audience_locals_man,display_audience_locals_woman,display_audience_locals_adolecent,display_audience_locals_young_adult,display_audience_locals_middle_age,display_audience_locals_elder,display_audience_locals_adult,display_audience_adolecent_man,display_audience_young_adult_man,display_audience_middle_age_man,display_audience_elder_man,display_audience_adult_man,display_audience_adolecent_woman,display_audience_young_adult_woman,display_audience_middle_age_woman,display_audience_elder_woman,display_audience_adult_woman,display_audience_home,display_audience_recent,display_audience_locals_home,display_audience_locals_recent,display_audience_home_man,display_audience_recent_man,display_audience_home_woman,display_audience_recent_woman,display_audience_iOS,display_audience_Android,display_audience_Other,display_audience_iOS_man,display_audience_Android_man,display_audience_Other_man,display_audience_iOS_woman,display_audience_Android_woman,display_audience_Other_woman,display_audience_locals_iOS,display_audience_locals_Android,display_audience_locals_Other
"Risaralda, Colombia",State,3500.0,3300.0,Monthly,51.47,48.53,1000.0,2100.0,1100.0,1000.0,3100.0,12.05,25.3,37.35,13.25,12.05,270000.0,320000.0,45.76,54.24,64000.0,160000.0,150000.0,20000.0,220000.0,10.42,26.06,35.83,24.43,3.26,1000.0,1100.0,1000.0,1000.0,1700.0,1000.0,1000.0,1000.0,1000.0,1400.0,6300.0,2600.0,70.79,29.21,560000.0,240000.0,70.0,30.0,3200.0,1300.0,3000.0,1300.0,1000.0,4500.0,2000.0,13.33,60.0,26.67,1000.0,2200.0,1100.0,1000.0,2300.0,1000.0,48000.0,420000.0,150000.0,7.77,67.96,24.27,6800.0,24000.0,620000.0,600000.0,0.2833,0.0110,28.33,1.10,False,0.79,-0.79,5.71,-5.71,1.62,-0.76,1.52,-11.18,8.79,5.57,-7.96,2.39,2588.0,2.6275115919629055,3.5K,3.3K,1.0K,2.1K,1.1K,1.0K,3.1K,270K,320K,64K,160K,150K,20K,220K,1.0K,1.1K,1.0K,1.0K,1.7K,1.0K,1.0K,1.0K,1.0K,1.4K,6.3K,2.6K,560K,240K,3.2K,1.3K,3.0K,1.3K,1.0K,4.5K,2.0K,1.0K,2.2K,1.1K,1.0K,2.3K,1.0K,48K,420K,150K
"Risaralda, Colombia",State,2232.0,2079.0,Daily,51.77,48.23,499.0,1485.0,325.0,0.0,2330.0,10.76,32.01,50.23,7.01,0.0,145873.0,203925.0,41.7,58.3,33837.0,94704.0,86407.0,9709.0,142581.0,9.21,25.79,38.83,23.53,2.64,332.0,641.0,749.0,0.0,955.0,499.0,777.0,249.0,0.0,1259.0,3760.0,1650.0,69.5,30.5,325546.0,181599.0,64.19,35.81,2004.0,779.0,2142.0,1010.0,599.0,2952.0,933.0,13.36,65.83,20.81,999.0,1281.0,549.0,0.0,1655.0,399.0,35445.0,284933.0,46419.0,9.66,77.68,12.66,4737.0,12461.0,364890.0,356639.0,0.3801,0.0130,38.01,1.30,False,5.31,-5.31,10.07,-10.07,1.54,6.22,11.4,-16.52,-2.64,3.7,-11.85,8.15,2588.0,1.830370942812983,2.2K,2.0K,499,1.4K,325,0,2.3K,145K,203K,33K,94K,86K,9.7K,142K,332,641,749,0,955,499,777,249,0,1.2K,3.7K,1.6K,325K,181K,2.0K,779,2.1K,1.0K,599,2.9K,933,999,1.2K,549,0,1.6K,399,35K,284K,46K
"San Andres y Providencia, Colombia",State,1000.0,1000.0,Monthly,50.0,50.0,1000.0,1000.0,1000.0,1000.0,1000.0,20.0,20.0,20.0,20.0,20.0,19000.0,21000.0,47.5,52.5,3400.0,9200.0,12000.0,1100.0,15000.0,8.35,22.6,36.86,29.48,2.7,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,50.0,50.0,33000.0,25000.0,56.9,43.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,33.33,33.33,33.33,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,3400.0,29000.0,8900.0,8.23,70.22,21.55,1000.0,2100.0,42000.0,40000.0,0.4762,0.0238,47.62,2.38,True,-6.9,6.9,2.5,-2.5,11.65,-2.6,-16.86,-9.48,17.3,25.1,-36.88,11.78,,,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,19K,21K,3.4K,9.2K,12K,1.1K,15K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,33K,25K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,3.4K,29K,8.9K
"San Andres y Providencia, Colombia",State,997.0,664.0,Daily,60.02,39.98,0.0,498.0,0.0,0.0,997.0,0.0,33.31,66.69,0.0,0.0,9490.0,14373.0,39.77,60.23,1808.0,5451.0,5810.0,366.0,9621.0,7.84,23.64,41.73,25.2,1.59,0.0,0.0,0.0,0.0,997.0,0.0,498.0,0.0,0.0,997.0,999.0,0.0,100.0,0.0,19128.0,17868.0,51.7,48.3,997.0,0.0,664.0,0.0,0.0,664.0,0.0,0.0,100.0,0.0,0.0,997.0,0.0,0.0,498.0,997.0,2337.0,20377.0,3595.0,8.88,77.45,13.66,749.0,1312.0,25671.0,23141.0,0.5709,0.0292,57.09,2.92,True,48.3,-48.3,20.26,-20.26,-7.84,9.67,24.96,-25.2,-1.59,-8.88,22.55,-13.66,,,997,664,0,498,0,0,997,9.4K,14K,1.8K,5.4K,5.8K,366,9.6K,0,0,0,0,997,0,498,0,0,997,999,0,19K,17K,997,0,664,0,0,664,0,0,997,0,0,498,997,2.3K,20K,3.5K
"Sucre, Colombia",State,4700.0,4800.0,Monthly,49.47,50.53,1300.0,3500.0,1000.0,1000.0,3800.0,12.26,33.02,35.85,9.43,9.43,180000.0,190000.0,48.65,51.35,66000.0,110000.0,64000.0,7000.0,130000.0,17.51,29.18,34.48,16.98,1.86,1000.0,1700.0,1000.0,1000.0,1900.0,1000.0,1700.0,1000.0,1000.0,1900.0,8600.0,2800.0,75.44,24.56,350000.0,110000.0,76.09,23.91,4300.0,1300.0,4300.0,1500.0,1000.0,6100.0,3300.0,9.62,58.65,31.73,1000.0,2900.0,1800.0,1000.0,3300.0,1500.0,10000.0,260000.0,110000.0,2.63,68.42,28.95,9500.0,20000.0,400000.0,380000.0,0.4750,0.0238,47.50,2.38,False,-0.65,0.65,0.83,-0.83,-5.24,3.84,1.37,-7.54,7.58,6.98,-9.77,2.78,5094.0,1.8649391440910876,4.7K,4.8K,1.3K,3.5K,1.0K,1.0K,3.8K,180K,190K,66K,110K,64K,7.0K,130K,1.0K,1.7K,1.0K,1.0K,1.9K,1.0K,1.7K,1.0K,1.0K,1.9K,8.6K,2.8K,350K,110K,4.3K,1.3K,4.3K,1.5K,1.0K,6.1K,3.3K,1.0K,2.9K,1.8K,1.0K,3.3K,1.5K,10K,260K,110K
"Sucre, Colombia",State,2349.0,2554.0,Daily,47.91,52.09,742.0,1477.0,499.0,0.0,1951.0,15.89,31.63,41.79,10.69,0.0,87447.0,101554.0,46.27,53.73,23703.0,55199.0,36649.0,3524.0,73600.0,12.3,28.65,38.2,19.02,1.83,498.0,647.0,997.0,0.0,1012.0,583.0,779.0,749.0,0.0,1122.0,3837.0,1881.0,67.1,32.9,176771.0,76850.0,69.7,30.3,1910.0,866.0,2276.0,981.0,0.0,3421.0,1076.0,0.0,76.07,23.93,0.0,1855.0,817.0,0.0,2292.0,718.0,7415.0,150593.0,31512.0,3.91,79.46,16.63,4749.0,10047.0,198908.0,192006.0,0.4727,0.0239,47.27,2.39,False,-2.59,2.59,1.64,-1.64,3.59,2.99,3.59,-8.33,-1.83,-3.91,-3.39,7.3,5094.0,0.9322732626619552,2.3K,2.5K,742,1.4K,499,0,1.9K,87K,101K,23K,55K,36K,3.5K,73K,498,647,997,0,1.0K,583,779,749,0,1.1K,3.8K,1.8K,176K,76K,1.9K,866,2.2K,981,0,3.4K,1.0K,0,1.8K,817,0,2.2K,718,7.4K,150K,31K
"Tolima, Colombia",State,2400.0,1900.0,Monthly,55.81,44.19,1000.0,1400.0,1000.0,1000.0,2000.0,15.62,21.88,31.25,15.62,15.62,320000.0,350000.0,47.76,52.24,93000.0,190000.0,160000.0,18000.0,230000.0,13.46,27.5,33.29,23.15,2.6,1000.0,1000.0,1000.0,1000.0,1200.0,1000.0,1000.0,1000.0,1000.0,1000.0,3700.0,1800.0,67.27,32.73,610000.0,300000.0,67.03,32.97,2000.0,1000.0,1600.0,1000.0,1000.0,2800.0,1500.0,18.87,52.83,28.3,1000.0,1500.0,1000.0,1000.0,1300.0,1000.0,32000.0,480000.0,170000.0,4.69,70.38,24.93,4300.0,21000.0,690000.0,670000.0,0.2048,0.0062,20.48,0.62,False,0.24,-0.24,8.05,-8.05,2.17,-5.62,-2.04,-7.53,13.02,14.18,-17.55,3.38,1715.0,2.507288629737609,2.4K,1.9K,1.0K,1.4K,1.0K,1.0K,2.0K,320K,350K,93K,190K,160K,18K,230K,1.0K,1.0K,1.0K,1.0K,1.2K,1.0K,1.0K,1.0K,1.0K,1.0K,3.7K,1.8K,610K,300K,2.0K,1.0K,1.6K,1.0K,1.0K,2.8K,1.5K,1.0K,1.5K,1.0K,1.0K,1.3K,1.0K,32K,480K,170K
"Tolima, Colombia",State,1403.0,1428.0,Daily,49.56,50.44,0.0,699.0,874.0,0.0,886.0,0.0,28.43,36.03,35.54,0.0,178405.0,222507.0,44.5,55.5,46896.0,114325.0,94742.0,9684.0,141750.0,11.51,28.06,34.79,23.26,2.38,0.0,399.0,666.0,0.0,799.0,0.0,749.0,999.0,0.0,592.0,1778.0,1414.0,55.7,44.3,353799.0,228834.0,60.72,39.28,958.0,599.0,1176.0,499.0,0.0,1633.0,1049.0,0.0,60.89,39.11,0.0,708.0,285.0,0.0,839.0,499.0,22881.0,332187.0,54243.0,5.59,81.16,13.25,2608.0,11374.0,407559.0,400570.0,0.2293,0.0064,22.93,0.64,False,-5.02,5.02,5.06,-5.06,-11.51,0.36,1.24,12.29,-2.38,-5.59,-20.27,25.86,1715.0,1.5206997084548104,1.4K,1.4K,0,699,874,0,886,178K,222K,46K,114K,94K,9.6K,141K,0,399,666,0,799,0,749,999,0,592,1.7K,1.4K,353K,228K,958,599,1.1K,499,0,1.6K,1.0K,0,708,285,0,839,499,22K,332K,54K
"Valle del Cauca, Colombia",State,21000.0,19000.0,Monthly,52.5,47.5,2500.0,13000.0,6200.0,1000.0,19000.0,6.0,31.18,45.56,14.87,2.4,1300000.0,1500000.0,46.43,53.57,320000.0,790000.0,780000.0,96000.0,1000000.0,10.72,26.46,33.49,26.12,3.22,1100.0,6700.0,3000.0,1000.0,10000.0,1300.0,6000.0,3100.0,1000.0,8600.0,38000.0,14000.0,73.08,26.92,2900000.0,1100000.0,72.5,27.5,20000.0,7100.0,18000.0,7000.0,1600.0,27000.0,12000.0,3.94,66.5,29.56,1000.0,13000.0,7200.0,1000.0,14000.0,5000.0,190000.0,2100000.0,710000.0,6.33,70.0,23.67,40000.0,140000.0,3100000.0,2900000.0,0.2857,0.0129,28.57,1.29,False,0.58,-0.58,6.07,-6.07,-4.72,4.72,12.07,-11.25,-0.82,-2.39,-3.5,5.89,16572.0,2.413709872073377,21K,19K,2.5K,13K,6.2K,1.0K,19K,1.3M,1.5M,320K,790K,780K,96K,1.0M,1.1K,6.7K,3.0K,1.0K,10K,1.3K,6.0K,3.1K,1.0K,8.6K,38K,14K,2.9M,1.1M,20K,7.1K,18K,7.0K,1.6K,27K,12K,1.0K,13K,7.2K,1.0K,14K,5.0K,190K,2.1M,710K
"Valle del Cauca, Colombia",State,11499.0,11587.0,Daily,49.81,50.19,1521.0,7876.0,2918.0,499.0,11760.0,6.19,32.05,47.86,11.87,2.03,730773.0,938399.0,43.78,56.22,161637.0,458410.0,452815.0,48556.0,630399.0,9.23,26.17,35.99,25.85,2.77,471.0,4410.0,1388.0,664.0,5804.0,945.0,3436.0,1634.0,664.0,6219.0,24639.0,10288.0,70.54,29.46,1712159.0,821039.0,67.59,32.41,11447.0,4632.0,11172.0,6279.0,1188.0,18269.0,5072.0,4.84,74.48,20.68,499.0,8243.0,2525.0,899.0,9351.0,2216.0,506777.0,1436399.0,237991.0,23.23,65.85,10.91,23614.0,76143.0,1858759.0,1743866.0,0.3101,0.0127,31.01,1.27,False,2.96,-2.96,6.03,-6.03,-3.04,5.88,11.87,-13.97,-0.74,-18.39,8.62,9.77,16572.0,1.4249336229785179,11K,11K,1.5K,7.8K,2.9K,499,11K,730K,938K,161K,458K,452K,48K,630K,471,4.4K,1.3K,664,5.8K,945,3.4K,1.6K,664,6.2K,24K,10K,1.7M,821K,11K,4.6K,11K,6.2K,1.1K,18K,5.0K,499,8.2K,2.5K,899,9.3K,2.2K,506K,1.4M,237K
"Vaupes, Colombia",State,1000.0,1000.0,Monthly,50.0,50.0,1000.0,1000.0,1000.0,1000.0,1000.0,20.0,20.0,20.0,20.0,20.0,1900.0,1400.0,57.58,42.42,1000.0,1000.0,1000.0,1000.0,1200.0,19.23,19.23,23.08,19.23,19.23,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,50.0,50.0,2500.0,1400.0,64.1,35.9,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,33.33,33.33,33.33,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,2000.0,1200.0,23.81,47.62,28.57,1000.0,1000.0,3400.0,3200.0,1.0000,0.2941,100.00,29.41,True,-14.1,14.1,-7.58,7.58,0.77,0.77,-3.08,0.77,0.77,9.52,-14.29,4.76,,,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.9K,1.4K,1.0K,1.0K,1.0K,1.0K,1.2K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,2.5K,1.4K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,2.0K,1.2K
"Vaupes, Colombia",State,0.0,0.0,Daily,,,0.0,0.0,0.0,0.0,0.0,,,,,,558.0,508.0,52.35,47.65,199.0,199.0,332.0,0.0,719.0,13.73,13.73,49.62,22.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1029.0,610.0,62.78,37.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,997.0,886.0,279.0,46.11,40.98,12.9,0.0,997.0,1605.0,1276.0,0.0000,0.0000,0.00,0.00,True,,,,,,,,,,,,,,,0,0,0,0,0,0,0,558,508,199,199,332,0,719,0,0,0,0,0,0,0,0,0,0,0,0,1.0K,610,0,0,0,0,0,0,0,0,0,0,0,0,0,997,886,279
"Vichada, Colombia",State,1000.0,1000.0,Monthly,50.0,50.0,1000.0,1000.0,1000.0,1000.0,1000.0,20.0,20.0,20.0,20.0,20.0,3300.0,2300.0,58.93,41.07,1200.0,1800.0,1000.0,1000.0,2000.0,17.14,25.71,28.57,14.29,14.29,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,50.0,50.0,4200.0,2200.0,65.62,34.38,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,33.33,33.33,33.33,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,3400.0,2100.0,15.38,52.31,32.31,1000.0,1000.0,6300.0,5700.0,1.0000,0.1587,100.00,15.87,True,-15.62,15.62,-8.93,8.93,2.86,-5.71,-8.57,5.71,5.71,17.95,-18.97,1.03,1416.0,0.7062146892655368,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,3.3K,2.3K,1.2K,1.8K,1.0K,1.0K,2.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,4.2K,2.2K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,3.4K,2.1K
"Vichada, Colombia",State,498.0,0.0,Daily,100.0,0.0,0.0,0.0,0.0,0.0,997.0,0.0,0.0,100.0,0.0,0.0,1423.0,306.0,82.3,17.7,219.0,719.0,428.0,0.0,681.0,10.7,35.12,33.27,20.91,0.0,0.0,0.0,0.0,0.0,997.0,0.0,0.0,0.0,0.0,0.0,332.0,0.0,100.0,0.0,1295.0,977.0,57.0,43.0,498.0,0.0,0.0,0.0,0.0,0.0,997.0,0.0,0.0,100.0,0.0,0.0,997.0,0.0,498.0,0.0,0.0,1144.0,741.0,0.0,60.69,39.31,332.0,0.0,2077.0,1240.0,inf,0.1598,inf,15.98,True,43.0,-43.0,17.7,-17.7,-10.7,-35.12,66.73,-20.91,0.0,0.0,-60.69,60.69,1416.0,0.2344632768361582,498,0,0,0,0,0,997,1.4K,306,219,719,428,0,681,0,0,0,0,997,0,0,0,0,0,332,0,1.2K,977,498,0,0,0,0,0,997,0,0,997,0,498,0,0,1.1K,741
"Casanare, Colombia",State,2300.0,2800.0,Monthly,45.1,54.9,1000.0,2000.0,1000.0,1000.0,2200.0,13.89,27.78,30.56,13.89,13.89,120000.0,120000.0,50.0,50.0,34000.0,67000.0,45000.0,3000.0,91000.0,14.17,27.92,37.92,18.75,1.25,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1200.0,1000.0,1000.0,1200.0,4500.0,2000.0,69.23,30.77,210000.0,110000.0,65.62,34.38,2100.0,1000.0,2400.0,1200.0,1000.0,3100.0,2000.0,16.39,50.82,32.79,1000.0,1300.0,1000.0,1000.0,1800.0,1000.0,9800.0,170000.0,60000.0,4.09,70.89,25.02,5200.0,11000.0,250000.0,240000.0,0.4727,0.0208,47.27,2.08,False,3.61,-3.61,-4.9,4.9,-0.28,-0.14,-7.36,-4.86,12.64,12.31,-20.07,7.77,4547.0,1.1436111722014515,2.3K,2.8K,1.0K,2.0K,1.0K,1.0K,2.2K,120K,120K,34K,67K,45K,3.0K,91K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.2K,1.0K,1.0K,1.2K,4.5K,2.0K,210K,110K,2.1K,1.0K,2.4K,1.2K,1.0K,3.1K,2.0K,1.0K,1.3K,1.0K,1.0K,1.8K,1.0K,9.8K,170K,60K
"Casanare, Colombia",State,1588.0,1825.0,Daily,46.53,53.47,832.0,1017.0,499.0,498.0,1631.0,18.58,22.72,36.43,11.15,11.12,61149.0,76878.0,44.3,55.7,17474.0,34685.0,26824.0,1347.0,59891.0,12.46,24.74,42.71,19.13,0.96,664.0,0.0,166.0,498.0,999.0,997.0,925.0,997.0,0.0,872.0,2770.0,1732.0,61.53,38.47,546.0,82651.0,0.66,99.34,1145.0,999.0,1407.0,1121.0,0.0,2237.0,932.0,0.0,70.59,29.41,0.0,661.0,333.0,0.0,1339.0,749.0,8401.0,110491.0,22239.0,5.95,78.29,15.76,2846.0,5646.0,144691.0,141032.0,0.5041,0.0197,50.41,1.97,False,60.87,-60.87,2.23,-2.23,6.12,-2.02,-6.28,-7.98,10.16,-5.95,-7.7,13.65,4547.0,0.6259071915548713,1.5K,1.8K,832,1.0K,499,498,1.6K,61K,76K,17K,34K,26K,1.3K,59K,664,0,166,498,999,997,925,997,0,872,2.7K,1.7K,546,82K,1.1K,999,1.4K,1.1K,0,2.2K,932,0,661,333,0,1.3K,749,8.4K,110K,22K
"Cundinamarca, Colombia",State,12000.0,10000.0,Monthly,54.55,45.45,1300.0,7600.0,3000.0,1000.0,10000.0,5.68,33.19,43.67,13.1,4.37,630000.0,640000.0,49.61,50.39,150000.0,360000.0,300000.0,30000.0,470000.0,11.45,27.48,35.88,22.9,2.29,1000.0,4100.0,1500.0,1000.0,5800.0,1000.0,3500.0,1500.0,1000.0,4600.0,15000.0,14000.0,51.72,48.28,940000.0,790000.0,54.34,45.66,8000.0,7400.0,6900.0,6500.0,1100.0,15000.0,7200.0,4.72,64.38,30.9,1000.0,7400.0,4300.0,1000.0,7100.0,2900.0,78000.0,930000.0,280000.0,6.06,72.2,21.74,23000.0,51000.0,1300000.0,1300000.0,0.4510,0.0177,45.10,1.77,False,-2.61,2.61,4.94,-4.94,-5.77,5.71,7.79,-9.8,2.08,-1.33,-7.83,9.16,11517.0,1.9970478423200486,12K,10K,1.3K,7.6K,3.0K,1.0K,10K,630K,640K,150K,360K,300K,30K,470K,1.0K,4.1K,1.5K,1.0K,5.8K,1.0K,3.5K,1.5K,1.0K,4.6K,15K,14K,940K,790K,8.0K,7.4K,6.9K,6.5K,1.1K,15K,7.2K,1.0K,7.4K,4.3K,1.0K,7.1K,2.9K,78K,930K,280K
"Cundinamarca, Colombia",State,6274.0,6327.0,Daily,49.79,50.21,661.0,4089.0,1511.0,664.0,5417.0,5.36,33.13,43.89,12.24,5.38,386399.0,422058.0,47.79,52.21,78648.0,226230.0,189044.0,15421.0,314986.0,9.54,27.44,38.21,22.93,1.87,332.0,1422.0,576.0,498.0,3521.0,407.0,2327.0,1271.0,0.0,2787.0,7499.0,9621.0,43.8,56.2,568762.0,612829.0,48.14,51.86,3182.0,4713.0,3835.0,4403.0,733.0,10587.0,2889.0,5.16,74.51,20.33,799.0,4414.0,1393.0,665.0,4584.0,1338.0,59899.0,654471.0,102978.0,7.33,80.07,12.6,13252.0,26902.0,809639.0,802186.0,0.4926,0.0164,49.26,1.64,False,-4.33,4.33,2.0,-2.0,-4.19,5.69,5.68,-10.69,3.51,-2.17,-5.56,7.73,11517.0,1.1506468698445775,6.2K,6.3K,661,4.0K,1.5K,664,5.4K,386K,422K,78K,226K,189K,15K,314K,332,1.4K,576,498,3.5K,407,2.3K,1.2K,0,2.7K,7.4K,9.6K,568K,612K,3.1K,4.7K,3.8K,4.4K,733,10K,2.8K,799,4.4K,1.3K,665,4.5K,1.3K,59K,654K,102K
"Caldas, Colombia",State,1400.0,1300.0,Monthly,51.85,48.15,1000.0,1000.0,1000.0,1000.0,1200.0,19.23,19.23,23.08,19.23,19.23,210000.0,240000.0,46.67,53.33,55000.0,120000.0,120000.0,15000.0,160000.0,11.7,25.53,34.04,25.53,3.19,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,2500.0,1000.0,71.43,28.57,430000.0,180000.0,70.49,29.51,1300.0,1000.0,1200.0,1000.0,1000.0,1700.0,1000.0,27.03,45.95,27.03,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,30000.0,330000.0,110000.0,6.38,70.21,23.4,2700.0,15000.0,470000.0,450000.0,0.1800,0.0057,18.00,0.57,False,0.94,-0.94,5.19,-5.19,7.53,-6.3,-10.97,-6.3,16.04,20.64,-24.27,3.62,1255.0,2.151394422310757,1.4K,1.3K,1.0K,1.0K,1.0K,1.0K,1.2K,210K,240K,55K,120K,120K,15K,160K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,2.5K,1.0K,430K,180K,1.3K,1.0K,1.2K,1.0K,1.0K,1.7K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,30K,330K,110K
"Caldas, Colombia",State,610.0,826.0,Daily,42.48,57.52,0.0,410.0,199.0,0.0,462.0,0.0,38.28,43.14,18.58,0.0,122578.0,149142.0,45.11,54.89,30274.0,72005.0,70485.0,7865.0,104261.0,10.63,25.27,36.6,24.74,2.76,0.0,437.0,0.0,0.0,599.0,0.0,499.0,997.0,0.0,333.0,740.0,999.0,42.55,57.45,257218.0,136293.0,65.36,34.64,304.0,999.0,666.0,999.0,498.0,1107.0,249.0,26.86,59.71,13.43,0.0,499.0,499.0,997.0,999.0,499.0,20194.0,226799.0,37624.0,7.1,79.69,13.22,1210.0,6445.0,278431.0,271130.0,0.1877,0.0043,18.77,0.43,False,-22.81,22.81,-2.63,2.63,-10.63,13.01,6.54,-6.16,-2.76,19.77,-19.98,0.21,1255.0,0.9641434262948207,610,826,0,410,199,0,462,122K,149K,30K,72K,70K,7.8K,104K,0,437,0,0,599,0,499,997,0,333,740,999,257K,136K,304,999,666,999,498,1.1K,249,0,499,499,997,999,499,20K,226K,37K
Argentina,Country,47000.0,45000.0,Monthly,51.09,48.91,2300.0,23000.0,16000.0,2300.0,51000.0,2.43,24.31,53.91,16.91,2.43,14000000.0,15000000.0,48.28,51.72,2500000.0,7100000.0,8900000.0,1400000.0,11000000.0,8.09,22.98,35.6,28.8,4.53,1100.0,12000.0,7200.0,1000.0,27000.0,1200.0,11000.0,9100.0,1200.0,23000.0,92000.0,39000.0,70.23,29.77,29000000.0,10000000.0,74.36,25.64,47000.0,19000.0,45000.0,19000.0,16000.0,62000.0,19000.0,16.49,63.92,19.59,7700.0,31000.0,11000.0,8000.0,31000.0,7900.0,1700000.0,21000000.0,7000000.0,5.72,70.71,23.57,92000.0,2300000.0,32000000.0,29000000.0,0.0400,0.0029,4.00,0.29,False,-4.13,4.13,2.81,-2.81,-5.66,1.34,18.31,-11.89,-2.1,10.77,-6.79,-3.98,,,47K,45K,2.3K,23K,16K,2.3K,51K,14M,15M,2.5M,7.1M,8.9M,1.4M,11M,1.1K,12K,7.2K,1.0K,27K,1.2K,11K,9.1K,1.2K,23K,92K,39K,29M,10M,47K,19K,45K,19K,16K,62K,19K,7.7K,31K,11K,8.0K,31K,7.9K,1.7M,21M,7.0M
